"","structure","extraction","subject","item","judgments"
"679","island",1,7,3,-1.54427027174896
"680","island",1,8,4,-0.635966243459234
"681","island",1,9,1,-0.150329611919677
"682","island",1,10,2,-1.23567170446626
"683","island",1,11,3,-2.06347449682943
"684","island",1,12,4,-0.182182125247424
"685","island",1,13,1,0.965547519876697
"686","island",1,14,2,-0.179070206399282
"687","island",1,15,3,-1.50256142821055
"688","island",1,16,4,0.0525321246896755
"689","island",1,17,1,0.944277243122622
"690","island",1,18,2,-0.325191473450647
"691","island",1,19,3,0.321157712039187
"692","island",1,20,4,0.338586906951069
"693","island",1,21,1,-1.60355202992999
"694","island",1,22,2,-1.45382382756209
"695","island",1,23,3,1.24629366303042
"696","island",1,24,4,0.484091547961869
"697","island",1,25,1,-0.0803223517663941
"698","island",1,26,2,-0.269875512324018
"699","island",1,27,3,-2.18834043949537
"700","island",1,28,4,0.596285020037007
"701","island",1,29,1,-0.44759311738366
"702","island",1,30,2,-0.778059810431343
"703","island",1,31,3,0.978731611017189
"704","island",1,32,4,-1.17093984614418
"705","island",1,33,1,0.443167168464907
"706","island",1,34,2,-1.06918844525486
"707","island",1,35,3,0.933834427034586
"708","island",1,36,4,-0.449620296471898
"709","island",1,37,1,1.05562074596094
"710","island",1,38,2,-1.29629582133487
"711","island",1,39,3,0.555650275622678
"712","island",1,40,4,-0.812481720236052
"713","island",1,41,1,-1.21341743184223
"714","island",1,42,2,1.29651033571173
"715","island",1,43,3,-1.95869628141606
"716","island",1,44,4,-0.118422449655819
"717","island",1,45,1,0.0178285424801388
"718","island",1,46,2,-0.956685138979092
"719","island",1,47,3,-2.2971233608707
"720","island",1,48,4,-1.52218544214359
"721","island",1,1,1,-0.186789715243799
"722","island",1,2,2,0.728466364171802
"723","island",1,3,3,-1.93916545624053
"724","island",1,4,4,-0.0836019528263767
"725","island",1,5,1,0.0842151216120663
"726","island",1,6,2,0.484194133811917
"727","island",1,7,3,-1.30359198554473
"728","island",1,8,4,-0.428146649160291
"729","island",1,9,1,-1.01226490226442
"730","island",1,10,2,-0.523556104820079
"731","island",1,11,3,0.0954617738524428
"732","island",1,12,4,0.0360846378796406
"733","island",1,13,1,0.00842643801158882
"734","island",1,14,2,0.00720425700988014
"735","island",1,15,3,0.196797516417713
"736","island",1,16,4,0.379247174455141
"737","island",1,17,1,0.529075269716436
"738","island",1,18,2,-0.490609170655559
"739","island",1,19,3,-2.26214348692539
"740","island",1,20,4,1.49124165754796
"741","island",1,21,1,-0.389716486590133
"742","island",1,22,2,-0.983902959641687
"743","island",1,23,3,-0.0771701712133696
"744","island",1,24,4,-1.3166695771918
"745","island",1,25,1,0.218199468028341
"746","island",1,26,2,-0.0305266251375063
"747","island",1,27,3,-1.09308508642933
"748","island",1,28,4,-0.269341158519083
"749","island",1,29,1,-0.660387652648593
"750","island",1,30,2,0.321168583762746
"751","island",1,31,3,-0.276095213047303
"752","island",1,32,4,-0.324535466791215
"753","island",1,33,1,-0.29500968234944
"754","island",1,34,2,-0.738022939507908
"755","island",1,35,3,-0.842127293330446
"756","island",1,36,4,-1.39319946961473
"757","island",1,37,1,0.604576472326062
"758","island",1,38,2,0.3379486173444
"759","island",1,39,3,-0.64925642363916
"760","island",1,40,4,-1.20729646238611
"761","island",1,41,1,1.29651672443405
"762","island",1,42,2,-0.853713306060876
"763","island",1,43,3,-0.674343547185459
"764","island",1,44,4,-0.878821132916312
"765","island",1,45,1,-0.342986719524862
"766","island",1,46,2,-1.61738768979035
"767","island",1,47,3,0.601440878699663
"768","island",1,48,4,-1.12544546510255
